
{SMT_CULTURE_ROMAN}				Roman
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Public health bonus:
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Increase in tradeable goods
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Increase in trade:
{SMT_CAPABILITY_TRADE_FLEET}				Trade fleets available:
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Tax income bonus:
{SMT_CAPABILITY_MINE_RESOURCE}			Income from mining:
{SMT_CAPABILITY_FARMING_LEVEL}			Improved farms and food production
{SMT_CAPABILITY_ROAD_LEVEL}				Improved roads and trade
{SMT_CAPABILITY_GATE_STRENGTH}			Improved gate strength
{SMT_CAPABILITY_GATE_DEFENSES}			Extra gate defences
{SMT_CAPABILITY_TOWER_LEVEL}				Extra wall defences
{SMT_CAPABILITY_ARMOUR}					Upgrades armour:
{SMT_CAPABILITY_STAGE_GAMES}				Allows gladiatorial games to be held
{SMT_CAPABILITY_STAGE_RACES}				Allows races to be held
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Reduced risk of fire
{SMT_CAPABILITY_WEAPON_SIMPLE}			Upgrades melee weapons:
{SMT_CAPABILITY_WEAPON_MISSILE}			Upgrades missile weapons:
{SMT_CAPABILITY_WEAPON_BLADED}			Upgrades bladed weapons:
{SMT_CAPABILITY_WEAPON_SIEGE}				Upgrades siege weapons:
{SMT_CAPABILITY_WEAPON_OTHER}				Upgrades other weapons:
{SMT_CAPABILITY_BODYGUARD}				Improved generals' bodyguards
{SMT_CAPABILITY_RECRUITS_MORALE_BONUS}		Morale bonus to troops trained here:
{SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS}	Experience bonus to troops trained here:
{SMT_CAPABILITY_HAPPINESS_BONUS}			Public order bonus due to happiness:
{SMT_CAPABILITY_LAW_BONUS}				Public order bonus due to law:
{SMT_CAPS_LOC_TRAINS}						Enables training of:
{SMT_CAPS_LOC_RECRUITS}						Enables recruitment of:
{SMT_CAPS_LOC_PROVIDES}						Provides:
{SMT_ENEMY_AMBUSH_FAILED}					Their attempt to suprise you failed so you will have time to prepare for battle
{SMT_ENEMY_AMBUSH_SUCCESS}					You were taken completely by surprise and will have no time to prepare for the attack
{SMT_YOUR_AMBUSH_FAILED}					The ambush was a failure and the enemy will have time to prepare for the battle
{SMT_YOUR_AMBUSH_SUCCESS}					The enemy knew nothing of the attack and will have no time to prepare
{SMT_NO_UNITS_IN_NAVY}					There are no units in this navy
{SMT_NO_UNITS_IN_ARMY}					There are no units in this army
{SMT_NO_CHARACTERS_WITH_NAVY}				There are no characters travelling with this navy
{SMT_NO_CHARACTERS_WITH_ARMY}				There are no characters travelling with this army
{SMT_NO_UNITS_TRANSPORTED}				There are no units being transported with this navy
{SMT_NO_UNITS_IN_GARRISON}				There are no units garrisoned here
{SMT_NO_BUILDINGS_IN_SETTLEMENT}			There are no constructions here
{SMT_NO_VISITORS_IN_SETTLEMENT}			This settlement has no visitors
{SMT_NO_VISITORS_IN_FORT}				This fort has no visitors
{SMT_STATE_ICON_UNIT_RECRUITS}			Population drafted
{SMT_STATE_ICON_GOVERNORS_INFLUENCE}		Governor's influence
{SMT_LAND_IMPORTS}					Imports (Land Trade)
{SMT_RETAINERS}							Ancillaries
{SMT_RETAINERS_UNKNOWN}					Ancillaries Unknown
{SMT_TRAITS_UKNOWN}					Traits Unknown

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 21/04/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DIED}							Died:
{SMT_NO_BUILDING_IN_NEED_OF_REPAIR}			No buildings need repairing.
{SMT_NO_UNITS_NEED_RETRAINING}				No units need retraining.
{SMT_VICES}						Traits
{SMT_SHOW_VNV_DETAILS}				Show character's personality traits
{SMT_SHOW_VISITORS_FORT}				Show visiting characters in this fort
{SMT_END_SIEGE}						Lift the siege
{SMT_DECLINE_MISSION}					Decline Mission
{SMT_EXIT_CAMPAIGN}					Return to Main Menu
{SMT_SELECT_UNIT_TO_REPAIR}				Select unit to retrain
{SMT_SENATE_OFFICE_QUAESTOR_DESCRIPTION}		The lowest rank of magistrate, usually charged with managing the treasury and the first meaningful appointment of all men looking for a political career in Rome.
{SMT_SENATE_OFFICE_AEDILE_DESCRIPTION}			An administrative official in charge of supervising streets, temples and the quarters of a city and the distribution of the cura annonae, the all-important corn supply.
{SMT_SENATE_OFFICE_PRAETOR_DESCRIPTION}		A magistrate whose duties are mostly concerned with justice and law, particularly the ius civile (civil, not criminal, law) and ius gentium (laws dealing with foreigners).
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			The supreme position of power and honour in the Republic, a consul has authority over magistrates, the army, law-making. He is, in many ways, a king in all but name during his time in office.
{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			An important office that conducts the census and keeps the lists of Roman citizens and Senators, meaning that it is the censors who decides who is Roman or not, and who is a Senator or not.
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	The supreme head of the Roman state religion and controller of all religious colleges including the Vestal Virgins. He is, in absolute control of doctine and to a great extent above the jurisdiction of the Senate and People of Rome.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 13/05/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_MISSION_APPEASE_FACTION_EXPIRY_DESTROYED}		The faction has been destroyed.  You need no longer attempt to appease them.
{SMT_MISSION_ASSIST_FACTION_EXPIRY_DESTROYED}		The faction has been destroyed.  You need no longer attempt to assist them.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_EXPIRY_DESTROYED}	The outlaws have been destroyed.  You need no longer pursue them.
{SMT_MISSION_BREAK_ALLIANCE_EXPIRY_DESTROYED}		The faction has been destroyed.  This mission is no longer relevant.
{SMT_MISSION_PEACE_TALKS_EXPIRY_DESTROYED}		The faction has been destroyed.  This mission is no longer relevant.
{SMT_MISSION_CEASE_HOSTILITIES_EXPIRY_DESTROYED}	Our friends have been destroyed.  This mission is no longer required.
{SMT_MISSION_DECLARE_WAR_EXPIRY_DESTROYED}		Our enemies have been destroyed.  The mission is no longer relevant.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY_DESTROYED}		The faction has been destroyed.  You cannot exact tribute from them.  The mission is no longer required.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}			This mission has been cancelled.
{SMT_MISSION_GET_MAP_INFO_EXPIRY_DESTROYED}		The faction has been destroyed.  The mission is no longer relevant.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}			This mission has been cancelled.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY_DESTROYED}	The faction has been destroyed.  The mission is no longer relevant.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY_DESTROYED}		The faction has been destroyed.  The mission is no longer relevant.
{SMT_CAPABILITY_WEAPON_SIMPLE}			Upgrades light weapons:
{SMT_CAPABILITY_WEAPON_BLADED}			Upgrades heavy weapons:
{SMT_ARMY_UPKEEP}						Army upkeep
{SMT_STATE_ICON_ENTERTAINED}				Entertainment
{SMT_ASSISTANCE_REQUESTED_AGAINST}				Assistance requested against:
{SMT_ASSISTANCE_PROVIDED_AGAINST}				Assistance provided against:
{SMT_GIVE}							Give:
{SMT_PENALTY_CENSOR_IS_PLAYER_FACTION}			You have friends in high places.  It seems that the censor is a friend of yours.  Your family and friends appear to be model citizens.
{SMT_PENALTY_QUAESTOR_IS_PLAYER_FACTION}		You have friends in high places.  It seems that the quaestor is a friend of yours.  Your finances appear to be in order.
{SMT_CANNOT_SET_NAVAL_RALLY_POINT_WITH_NO_PORT}	Cannot set a naval rally point when the selected settlement has no port buildings
{SMT_DIED_IN_BATTLE_TITLE}					Death in battle
{SMT_DIED_IN_BATTLE_DESCRIPTION}				This man has died in battle and gone to join our illustrious ancestors in the afterlife.
{SMT_CAPITAL}					Capital city:
{SMT_SHOW_VISITORS}				Show visiting agents in settlement
{SMT_SHOW_TRAVELLING_CHARACTERS}		Show agents travelling with army
{SMT_SHOW_TRAVELLING_CHARACTERS_NAVY}	Show agents travelling with navy
{SMT_RCLICK_SHOW_CHARACTERS}			Click with right mouse button on tab to show a list of your agents
{SMT_CHARACTERS}					Agents
{SMT_WHICH_ALLY}					Allied Army:
{SMT_WHICH_ARMY_REQUESTED}			Requested assistance from:
{SMT_CAPTURED_SETTLEMENT}			Captured Settlement:
{SMT_DENARI_GAINED_FROM_LOOTING}		Denarii gained from looting:
{SMT_POPULATION_GAINED_FROM_ENSLAVE}	Population to disperse amongst governed settlements:
{SMT_POPULATION_KILLED}				Population to be massacred:
{SMT_CURRENTLY_BUILDING}			Currently building:
{SMT_DAMAGE}					Damage:
{SMT_REPAIR_TIME}					Repair Time:
{SMT_REPAIR_COST}					Repair Cost:
{SMT_AGE}						Age:
{SMT_ANCILLARIES}					Retinue
{SMT_RETAINERS}						Retinue
{SMT_RETAINERS_UNKNOWN}					Retinue Unknown
{SMT_BREAK_SIEGE_CONFIRMATION}		This character is currently laying siege. Moving them away will automatically lift the siege.  Are you sure you would like to do this?
{SMT_NO_MORE_OFFERS_ALLOWED}			No more offers allowed
{SMT_NO_MORE_DEMANDS_ALLOWED}			No more demands allowed

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 03/06/2004 16:48:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_UNITS}					Units
{SMT_SIEGE_EQUIPMENT}			Siege Equipment

{SMT_BREAK_SIEGE_CONFIRMATION}		This army is currently laying siege. Moving it away will automatically lift the siege.  Are you sure you would like to do this?

{SMT_MISSION_MAKE_ALLIANCE_TITLE}					Make Alliance
{SMT_MISSION_MAKE_ALLIANCE_PROPOSAL}					The Senate asks that you send a diplomat to this faction and make an alliance with them.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY}					This mission is no longer relevant and has been cancelled.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY_DESTROYED}				The faction has been destroyed.  You need no longer attempt to ally with them.
{SMT_MISSION_MAKE_ALLIANCE_FAILURE}					The Senate is distressed that you failed to complete this mission.
{SMT_MISSION_MAKE_ALLIANCE_SUCCESS}					The Senate thanks you for successfully allying with this faction.
{SMT_MISSION_GIVE_CASH_TITLE}						Give Cash
{SMT_MISSION_GIVE_CASH_PROPOSAL}					Our friends need our financial support. The Senate asks that you make a single payment of at least one tenth of your annual income to this faction.
{SMT_MISSION_GIVE_CASH_EXPIRY}						This mission is no longer relevant and has been cancelled.
{SMT_MISSION_GIVE_CASH_EXPIRY_DESTROYED}				The faction has been destroyed.  You need no longer fund them.
{SMT_MISSION_GIVE_CASH_FAILURE}						The Senate is not pleased that you failed to complete this mission.
{SMT_MISSION_GIVE_CASH_FAILURE_CHEAPSKATE}				You were asked to make a payment of at least one tenth of your annual income. The Senate is not pleased that you failed to comply with this instruction.
{SMT_MISSION_GIVE_CASH_SUCCESS}						The Senate thanks you for your donation to our friend's efforts.
{SMT_ASS_EXTERMINATE}							This faction is waning in power as war continues to sap the spirit of their people and destroy their armies. It is the opinion of the Senate that this faction deserves nothing but death! Put them to the sword and exterminate this race of vipers!
{SMT_ASS_ENSLAVE}							Our war against these people shows that - under proper Roman control - they would make adequate slaves. Spare not the rod nor the sword! Enslave their settlements and let them learn the benefits of Roman civilisation.
{SMT_ASS_MAKE_SUBMIT}							This faction is politically weak but still has some military might. Prolonged war would be costly and may also be unnecessary: by offering the status of protectorate, the benefits of Roman civilisation can be extended to these people.
{SMT_ASS_COVERT_OPS_ASS}						These people should be weakened, perhaps bled white, before any war begins. The elimination of their military commanders and the sabotage of their defences and military buildings should be a matter of some urgency. We should not send our troops into a war that isn’t already under way.
{SMT_ASS_COVERT_OPS_INCITE}						The settlements of this people are vulnerable to dissenters and insurgents. By sending spies into their cities to incite rebellion, our goal of occupation will be greatly simplified and less costly. These people will liberate themselves from their evil overlords and then be given the benefits of Roman civilisation.
{SMT_ASS_BLOCKADE}							Their navy is weak, their ports vulnerable to blockade! Our ships should strangle their trade routes and impoverish them! The poor, after all, cannot afford an army, and so our eventual conquest would be made easier without high losses.
{SMT_ASS_WORK_TOWARDS_PEACE}						Our wars against this faction are not progressing satisfactorily. Further prosecution of this war may weaken our position in other provinces. It is the considered policy of the Senate to forestall their aggression through diplomatic means. Later, we can continue the war, but with the benefit of surprise.
{SMT_ASS_ATTACK}							This people can be absorbed into the empire by occupying their cities and imposing good Roman culture in place of their foul and inferior ways. By bringing them our gods, our laws and our just administration, their towns will become fine examples of our great Roman civilisation.
{SMT_ASS_MAKE_GIVE_CITY}						These people are enfeebled, so diplomacy alone may bring results. Persuasion may serve where the sword would stiffen their resolve. We should offer to extend our protection and good governance to their settlements. Superior Roman civilisation will inevitably supplant native ways!
{SMT_ASS_EXACT_TRIBUTE}							This faction now understands the might of Rome. It should be a simple matter to exact tribute from them and swell our coffers! They should be made to pay for our tolerance of their foreign ways!
{SMT_ASS_TRESPASS}							It is time to draw the sword, and sheath it in the enemy’s vitals! They will not tolerate our trespassing, and the fight will come to us. March forward into their lands, and draw them out from behind their cowardly walls!
{SMT_ASS_MAKE_ATTACK}							It must be clear to all that Rome is the wronged party in a war with these people. Provocation is a necessary tool of statecraft, so ‘accidental’ advances into their lands along with disrespectful and contemptuous diplomacy should be the order of the day. We will make their anger work for us.
{SMT_ASS_BORDER_BUILDUP}						War is almost upon us. It is time draw the sword and march our armies to the border, ready to deal with these people.
{SMT_ASS_APPEASE}							These people are strong, and worthy of our respect. Their hostility does nothing to aid our security, so now is a time to establish more cordial relations. Perhaps a tribute would calm them or the offer of trade rights or map information.
{SMT_ASS_GET_MAP_INFO}							We must know more about this people - where their settlements are, their military might, their armies and aims. A diplomatic mission is needed to begin gathering this information.
{SMT_ASS_TRADE_AGREEMENT}						We should come to some accord with this faction. Trade is the best place to start: once they are used to dealing with civilized Romans, we can develop stronger ties and introduce Roman order in their lands.
{SMT_ASS_IGNORANT}							From the little we know about these people, they do not appear to have much to offer us. As our empire expands towards them, this situation will undoubtedly change. For now, there are other matters of greater concern.
{SMT_ASS_COOPERATIVE}							We would do well to aid these people against their enemies. By building up friendly relations, they may one day be worthy to become a protectorate, and so properly enjoy the benefits of Roman rule.
{SMT_ASS_MAKE_ALLIANCE}							Let us ally with this noble people. Already, they show a glimmer of good Roman virtues and dignity in their deportment and disposition. It would be seemly and wise to stand shoulder to shoulder with them against all common foes.
{SMT_ASS_MAKE_PEACE_AT_ANY_COST}					We must restore order to relations with this people. We must make peace, and prevent the further deterioration of our standing with them. The price of this peace is immaterial.
{SMT_ASS_GIVE_CASH}							Our noble, but struggling, allies need our financial support. Their continued good disposition towards us will be secured by an offer of tribute.
{SMT_ASS_GIVE_SUPPORT}							Our noble and brave allies need our military support. Their enemies are our enemies, their defences defend Rome too. We can help them by sending armies into their lands to campaign against our mutual foes.
{SMT_ASS_OUTLAW}							These once-noble Romans have rejected virtue, honour and dignity. They are a perversion dwelling in our lands. They cannot be allowed to sully the hearts and minds of true Romans. They must be utterly eliminated. All record of them must be destroyed and, once gone, their very names must be damned forever!

{SMT_STOIC_PHILOSOPHY_BODY}					Ariston of Chios begins his teaching of the Stoic way of life. This philosophy derives its name from the porch of the Athenian Agora (stoa poikilê). It is here that Stoics first met and propounded their ideas: that emotions like envy or passion arise from false judgements. A person who has attained moral and intellectual perfection will avoid these feelings.

{SMT_ENEMY_AMBUSH_FAILED}					Their attempt to suprise you failed, you will have time to prepare for battle
{SMT_YOUR_AMBUSH_FAILED}					The ambush was a failure, the enemy will have time to prepare for battle

{SMT_NO_BUILDINGS_IN_SETTLEMENT}			There are no buildings here

{SMT_EARTHQUAKE_IN_IBERIA_TITLE}				Earthquake in Spain
{SMT_EARTHQUAKE_IN_IBERIA_BODY}				The Spanish city of Saguntum has been struck by a great earthquake, undoubtedly visited upon the people by Neptune. Many have been killed and the temple has collapsed.

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Promise not to attack
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Commitment not to attack

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE}			This settlement can hold out for another %d turn(s)


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 17/06/2004 13:01:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_RIGHT_CLICK_FOR_CHARACTER_INFO}		Right click on general's portrait or captain's flag for character information and army breakdown
{SMT_ENABLE_AUTO_TRAIN}					Enable Auto Recruit Units
{SMT_SET_AS_CAPITAL}					Set this settlement to be the factions capital

{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			An important office that conducts the census and keeps the lists of Roman citizens and Senators, meaning that it is the censors that decide who is Roman or not, and who is a Senator or not.
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			The supreme position of power and honour in the Republic, a consul has authority over magistrates, the army and law-making. He is, in many ways, a king in all but name during his time in office.
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	The supreme head of the Roman state religion and controller of all religious colleges including the Vestal Virgins. He is in absolute control of doctrine and to a great extent above the jurisdiction of the Senate and People of Rome.

{SMT_REWARD_TWO_BEST_BUILDABLE_UNITS_DESCRIPTION}		You will be rewarded with two of the best units you can recruit
{SMT_REWARD_ONE_BEST_BUILDABLE_UNIT_DESCRIPTION}		You will be rewarded with one of the best units you can recruit
{SMT_REWARD_ONE_BUILDABLE_UNIT_DESCRIPTION}			You will be rewarded with one unit you can recruit
{SMT_REWARD_CANNOT_BUILD_A_UNIT}				You cannot be rewarded since you cannot recruit any units

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Survive longer than the following faction (or factions):	¬ allows for just one faction listed after message

{SMT_NO_UNITS_NEED_RETRAINING}				No units can be retrained.

{SMT_STATE_ICON_BUILDINGS_FUN}					Buildings of entertainment, fun, culture and the maintenance of good order
{SMT_CAPABILITY_GATE_DEFENSES}			Boiling Oil

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CAPS_LOC_REQUIRES}						Requires:
{SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE}	You are currently allied with this characters faction. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		There are no hostilities between your faction and this navies faction, however, if you attack now it will be considered a declarion of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		There are no hostilities between your faction and this armies faction, however, if you attack now it will be considered a declarion of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	There are no hostilities between your faction and this character's faction, however, if you attack now it will be considered a declarion of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	There are no hostilities between your faction and faction that owns this settlement, however, if you attack now it will be considered a declarion of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		There are no hostilities between your faction and faction that owns this fort, however, if you attack now it will be considered a declarion of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		There are no hostilities between your faction and faction that owns this port, however, if you attack now it will be considered a declarion of war. Are you sure you wish to proceed?
{SMT_CONFIRM_ATTACK_ON_NEUTRAL}				Attack Neutral Faction?
{SMT_ARMY}								Army
{SMT_NAVY}								Navy
{SMT_AGENTS}							Agents
{SMT_FLEET}								Fleet
{SMT_PRIVATE_DEALINGS}						Private Dealings
{SMT_CURRENT_TREATIES}						Current Treaties
{SMT_STATE_ICON_BUILDINGS_LAW}				Law
{SMT_FACTION_OVERVIEW}						Overviews
{SMT_SENATE}							Senate
{SMT_FINANCIAL}							Financial
{SMT_RADAR_ZOOM_IN}						Zoom in on current location
{SMT_RADAR_ZOOM_OUT}						Zoom out of current location
{SMT_RECRUITMENT}							Recruitment
{SMT_REPAIR}							Repair
{SMT_RETRAIN}							Retrain
{SMT_STATE_ICON_FARMING_LEVEL}					Base farming level (varies from region to region)
{SMT_STATE_ICON_FARMS_BUILT}					Farm upgrades built


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 07/07/2004 17:15:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_ATTACKING_THIS_NAVY_DECLARATION_OF_WAR}		There are no hostilities between you and this navy's faction. If you attack now it will be considered a declaration of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_ARMY_DECLARATION_OF_WAR}		There are no hostilities between you and this army's faction. If you attack now it will be considered a declaration of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_CHARACTER_DECLARATION_OF_WAR}	There are no hostilities between you and this character's faction. If you attack now it will be considered a declaration of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_SETTLEMENT_DECLARATION_OF_WAR}	There are no hostilities between you and the settlement's owners. If you attack now it will be considered a declaration of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_FORT_DECLARATION_OF_WAR}		There are no hostilities between you and the fort's occupiers. If you attack now it will be considered a declaration of war. Are you sure you wish to proceed?
{SMT_ATTACKING_THIS_PORT_DECLARATION_OF_WAR}		There are no hostilities between you and the port's owners. If you attack now it will be considered a declaration of war. Are you sure you wish to proceed?
{SMT_SET_AS_CAPITAL}						Set this settlement to be the faction's capital

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 15/07/2004 17:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DISBAND}					Disband unit\nNon mercenary units can only be disbanded in a home region, sea units only in port.  General's units cannot be disbanded.
{SMT_MISSION_BLOCKADE_SUCCESS}		The Senate notes that the blockade we requested is in now in place.
{SMT_MISSION_ASSIST_FACTION_SUCCESS}					The Senate notes that you have taken its advice and reinforced the our allies in the region.
{SMT_ASSAULT_NO_INFANTRY}			Assault impossible! Cannot use siege equipment without any infantry
{SMT_ASSAULT_NO_EQUIPMENT}			Assault impossible! The fortications are too strong to assault without some form of siege equipment
{SMT_NO_POPULATION_TO_ENSLAVE}		Not enough population to enslave
{SMT_NO_POPULATION_TO_EXTERMINATE}		Not enough population to exterminate
{SMT_CURRENTLY_TRAINING}			Currently training:
{SMT_TOTAL}						Total
{SMT_PROJECTED}					Projected Totals
{SMT_STARTING_TREASURY}				Starting Treasury
{SMT_PROJECTED_END_TREASURY}			Projected Treasury Total
{SMT_END_TREASURY}				Treasury Total
{SMT_DIPLOMACY_TRIBUTES}			Diplomacy/Tributes

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 22/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DIPLOMACY_CHANGE_YEARLY_PAYMENT}	Change Tribute
{SMT_ATTACK_VS_TROOPS}				Attack vs Troops
{SMT_ATTACK_VS_BUILDINGS}			Attack Vs Buildings
{SMT_MELEE_ATTACK}				Melee Attack
{SMT_MISSILE_ATTACK}				Missile Attack
{SMT_WEAPON_TYPE}				Weapon Type
{SMT_LIGHT}					Light
{SMT_MISSILE}					Missile
{SMT_HEAVY}					Heavy
{SMT_NO_UPGRADE}				Cannot be upgraded
{SMT_TOTAL_DEFENCE}				Total Defence
{SMT_ATTACK_CHARGE}				Charge Bonus
{SMT_EMPTY_OFFICES}				Empty Senate Offices:
{SMT_STATE_ICON_PLAGUE}				Plague
{SMT_SETTLEMENT_HAS_FOOD_FOR_X_YEARS}		This settlement has enough food to last %d turns
{SMT_FORT_HAS_FOOD_FOR_X_YEARS}			This fort has enough food to last %d turns
{SMT_SETTLEMENT_HAS_FOOD_FOR_1_YEAR}		This settlement has enough food to last 1 turn
{SMT_FORT_HAS_FOOD_FOR_1_YEAR}			This fort has enough food to last 1 turn
{SMT_SUBTERFUGE_COLON}				Subterfuge:
{SMT_DEFENCE}					Defence Skill
{SMT_REWARD_UNITS_AT_YOUR_CAPITAL}		Your reward units are located at your capital:\n
{SMT_MISSION_PEACE_TALKS_PROPOSAL}		The Senate asks that you send a diplomat to this faction and try to improve relations with this faction. No particular result is expected - just sending the diplomat and getting agreement on an offer is enough as a first step.
{SMT_MISSION_PEACE_TALKS_FAILURE}		The Senate notes your failure in making successful diplomatic contact with this faction.
{SMT_PENALTY_SECRET_INFORMATION_EXPOSURE}	Your shameful and disgusting practices will become currency amongst the gossipmongers of Rome.
{SMT_CHARACTER_PLAGUED}				This character is a plague bearer
{SMT_NOTHING_TO_CONSTRUCT}			It isn't possible to construct any buildings at the moment
{SMT_NOTHING_TO_TRAIN}				It isn't possible to recruit any units at present
{SMT_LOCATE_MISSION_TARGET}			Locate mission target
{SMT_REPAIRED}					Repaired
{SMT_RETRAINED}					Retrained
{SMT_VARIES}					Varies
{SMT_GATES_OPEN_SETTLEMENT}			Your spies have infiltrated this settlement\nThe gates will be open when you attack
{SMT_GATES_OPEN_FORT}				Your spies have infiltrated this fort\nThe gates will be open when you attack

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 29/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Become the supreme ruler of Rome and hold at least 50 provinces
{SMT_CORRUPTION_AND_OTHER}			Corruption and Other
{SMT_SELECT_FORT_OR_WATCHTOWER}		Select a fort or watchtower to build
{SMT_FAMILY_MEMBERS}				Family Members:
{SMT_CAPITAL_TITLE}				Capital
{SMT_GARRISON_COMMANDER}			Garrison Commander
{SMT_LAND_IMPORTS}				Land Imports
{SMT_IMPORTS}					Sea Imports
